ticker,origem,setor,investment,quality,value,safety,dividend,rank_invest,oportunidade_grafica,criterios_ok,criterios_aplicaveis,passa_checklist,roe_ge_selic,roe_ge_setor,roic_ge_setor,margem_ge_15,cagr_ge_setor,divida_ok,marketcap_ok,insider_ok,market_cap,pl,pvp,dy,dy_teto,roe,roic,mrg_liq,div_liq_ebitda,liq_corr,div_patrim,peg,close,teto_bazin,teto_gordon,teto_dcf,teto_graham,teto_lynch,teto_medio,teto_mediana,teto_ajustado,teto_upside_pct,teto_upside_media_pct,prox_resultado,ex_dividendo,ex_tipo,tese_ia,strategy,trend,breakout_level,pct_to_level,dist_52w_high_pct,fund_ok,breakout,aprovado,note
ASAI3,BOVA11,Consumer Defensive,40.69,54.38,51.62,11.54,25.76,99,Rompimento,4,7,False,False,True,True,False,True,,True,False,11871441920.0,16.75,1.99,1.2,0.83,11.89,19.66,0.9,,1.1,4.6,0.1,8.869999885559082,0.52,0.95,6.8,7.29,15.89,6.29,6.8,6.12,-30.96,-29.1,n/d,n/d,,,Rompimento,Em Baixa,8.65999984741211,2.4249427465028006,-16.460251772719413,False,True,False,"Rompimento (vol x0.9, +2.4% do topo, MM50>MM200)"
QUAL3,SMALL11,Healthcare,40.52,45.31,55.66,22.79,22.73,100,Não,3,7,False,False,False,True,False,False,,True,True,452594400.0,29.65,0.35,0.56,1.25,1.17,23.06,1.09,,0.92,1.37,0.93,1.600000023841858,0.14,0.26,0.69,2.36,1.62,1.01,0.69,0.62,-61.0,-36.69,n/d,n/d,,,,Em Baixa,1.690000057220459,-5.3254455817370765,-42.97465590524905,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.3%))
EGIE3,BOVA11,Utilities,40.4,70.85,14.95,24.91,40.91,101,Não,7,7,True,True,True,True,True,True,,True,True,42378137600.0,16.63,3.14,3.23,6.07,18.86,11.06,19.35,,1.54,2.19,,29.920000076293945,12.75,18.43,18.25,19.64,,17.27,18.34,16.51,-44.82,-42.28,n/d,n/d,,,,Em Baixa,30.6200008392334,-2.2860899534742796,-22.92132252042338,False,False,False,sem sinal (Em Baixa; sem novo topo (-2.3%))
POSI3,SMALL11,Technology,40.22,23.38,44.95,52.39,53.79,102,Não,1,7,False,False,False,False,False,False,,True,False,486032288.0,50.48,0.32,5.13,6.88,0.63,6.91,0.29,,1.69,0.83,14.02,3.509999990463257,1.7,2.35,0.68,4.14,0.73,1.92,1.7,1.53,-56.53,-45.34,n/d,n/d,,,,Em Baixa,3.950000047683716,-11.13924182047733,-26.875003104408457,False,False,False,sem sinal (Em Baixa; sem novo topo (-11.1%))
MGLU3,BOVA11,Consumer Cyclical,40.06,22.26,64.94,42.34,28.79,103,Não,2,7,False,False,False,False,False,True,,True,False,3730917120.0,27.94,0.34,1.65,2.32,1.21,6.11,0.35,,1.13,0.76,,4.809999942779541,0.78,1.13,1.75,7.4,,2.77,1.44,1.3,-73.05,-42.48,n/d,n/d,,,,Em Alta,5.159999847412109,-6.782944088808518,-57.97200965650531,False,False,False,sem sinal (Em Alta; sem novo topo (-6.8%))
CAML3,SMALL11,Consumer Defensive,39.16,23.83,44.78,39.19,63.64,104,Não,1,7,False,False,False,False,False,False,,True,False,1603034752.0,15.08,0.56,6.17,4.34,3.69,5.74,0.99,,1.87,1.99,,4.699999809265137,1.43,2.07,3.16,7.67,,3.58,2.62,2.35,-49.92,-23.76,n/d,n/d,,,,Em Baixa,4.809999942779541,-2.28690508987488,-35.659112173929344,False,False,False,sem sinal (Em Baixa; sem novo topo (-2.3%))
ENGI11,BOVA11,Utilities,38.87,43.69,37.93,32.01,38.64,105,Não,3,7,False,False,False,True,False,False,,True,True,15451977728.0,13.31,1.29,3.07,5.5,9.69,9.62,5.29,,1.75,2.23,,50.45000076293945,19.47,28.15,38.46,57.75,,35.96,33.3,29.97,-40.59,-28.73,n/d,n/d,,,,Em Alta,50.90999984741211,-0.9035534980384341,-14.852319387443957,False,False,False,sem sinal (Em Alta; sem novo topo (-0.9%))
TTEN3,SMALL11,Basic Materials,38.74,44.24,37.17,39.5,28.03,106,Não,3,7,False,True,True,False,False,False,,True,False,5880175104.0,8.08,1.21,1.58,0.95,14.93,6.69,4.16,,1.26,1.0,,11.75,0.78,1.13,14.75,17.83,,8.62,7.94,7.15,-39.17,-26.62,n/d,n/d,,,,Em Baixa,15.569999694824219,-24.534359471401036,-34.35754050052452,False,False,False,sem sinal (Em Baixa; sem novo topo (-24.5%))
NTCO3,BOVA11,,38.7,27.27,66.65,,9.47,107,Não,1,4,False,False,False,False,,,,,True,,-2.09,0.99,0.0,0.0,-47.14,10.09,,,,,,,,,,,,,,,,,n/d,n/d,,,,,,,,False,False,False,histórico insuficiente
AGRO3,SMALL11,Consumer Defensive,38.42,11.32,55.92,52.04,48.48,108,Não,2,7,False,False,False,False,False,False,,True,True,1822962816.0,-128.68,0.93,4.06,13.06,-0.72,-0.25,-1.58,,1.47,0.71,,18.290000915527344,16.76,24.23,,,,20.5,20.5,18.45,0.86,12.07,n/d,n/d,,,,Lateral,19.6299991607666,-6.826277649147528,-19.604391580099588,False,False,False,sem sinal (Lateral; sem novo topo (-6.8%))
RADL3,BOVA11,Healthcare,37.93,62.12,13.64,36.62,31.82,109,Não,4,7,False,True,True,True,False,False,,True,False,35757568000.0,25.34,4.67,2.27,1.44,18.41,16.71,2.84,,1.47,1.18,,20.450000762939453,2.07,2.99,8.19,8.92,,5.54,5.59,5.03,-75.4,-72.9,n/d,n/d,,,,Em Alta,19.40999984741211,5.358067613102047,-24.61433736108062,False,False,False,sem sinal (Em Alta; sem novo topo (+5.4%))
TASA4,SMALL11,Industrials,37.92,9.02,70.98,52.02,20.45,110,Não,1,7,False,False,False,False,False,False,,True,False,669949248.0,-18.35,0.58,0.06,5.16,-3.16,-1.05,-2.56,,1.53,0.73,-10.79,4.809999942779541,1.74,2.01,,,,1.88,1.88,1.69,-64.91,-61.01,n/d,n/d,,,,Lateral,4.960000038146973,-3.024195447858724,-20.707193007990455,False,False,False,sem sinal (Lateral; sem novo topo (-3.0%))
CBAV3,SMALL11,Basic Materials,36.55,34.85,28.76,62.44,21.59,111,Rompimento,3,7,False,False,True,False,False,False,,True,True,7246439424.0,12.11,1.43,0.4,3.04,11.81,6.25,1.4,,2.11,0.95,24.22,11.130000114440918,2.38,2.48,6.72,12.69,3.26,5.5,3.26,2.93,-73.67,-50.56,n/d,n/d,,,Rompimento,Em Alta,11.119999885559082,0.08993011676936558,-0.1793677558169393,False,True,False,"Rompimento (vol x1.5, +0.1% do topo, MM50>MM200)"
CRFB3,BOVA11,,36.23,33.71,52.55,,9.47,112,Não,2,4,False,False,True,False,,,,,True,,9.84,0.83,0.0,0.0,8.48,6.32,,,,,,,,,,,,,,,,,n/d,n/d,,,,,,,,False,False,False,histórico insuficiente
CSAN3,BOVA11,Energy,36.21,17.95,60.17,52.28,9.47,113,Não,2,7,False,False,False,False,False,True,,True,False,15501361152.0,-1.69,4.6,0.0,2.53,-2.72,8.5,-23.92,,1.87,1.1,-0.06,3.930000066757202,0.7,1.28,,,,0.99,0.99,0.89,-77.39,-74.88,n/d,n/d,,,,Em Alta,4.099999904632568,-4.146337605600536,-51.05852805174307,False,False,False,sem sinal (Em Alta; sem novo topo (-4.1%))
JALL3,SMALL11,Consumer Defensive,35.22,13.18,54.46,55.15,21.59,114,Não,2,7,False,False,False,False,False,False,,True,True,603095296.0,63.93,0.3,0.4,2.24,0.47,-5.03,0.44,,4.85,2.44,,2.0,0.31,0.46,0.32,2.17,,0.81,0.39,0.35,-82.61,-59.32,n/d,n/d,,,,Em Baixa,2.0519094467163086,-2.5298117711471058,-47.299583179192936,False,False,False,sem sinal (Em Baixa; sem novo topo (-2.5%))
CSNA3,BOVA11,Basic Materials,35.16,17.85,83.33,12.46,9.47,115,Pivô de alta,3,7,False,False,False,True,False,False,,True,True,6550904320.0,-3.18,0.49,0.0,15.41,-15.55,7.97,-4.49,,1.11,3.24,,4.940000057220459,5.34,7.72,,,,6.53,6.53,5.88,19.03,32.26,n/d,n/d,,,Pivô de alta,Lateral,5.710000038146973,-13.485113411249582,-56.36042234630847,False,True,False,Pivô de alta
PTBL3,SMALL11,Industrials,34.98,20.02,85.13,5.05,9.47,116,Não,2,7,False,False,True,False,False,False,,False,True,232628352.0,-0.8,-6.48,0.0,4.83,8.12,2.91,-11.19,,0.86,76.31,-0.47,1.649999976158142,0.56,0.65,,,,0.6,0.6,0.54,-67.12,-63.47,n/d,n/d,,,,Lateral,1.75,-5.714287076677593,-62.50000135465099,False,False,False,sem sinal (Lateral; sem novo topo (-5.7%))
BRKM5,BOVA11,Basic Materials,34.39,33.89,67.29,4.59,9.47,117,Não,5,7,False,True,True,False,False,True,,True,True,4718052864.0,-0.51,-0.3,0.0,9.81,58.03,-6.49,-13.68,,0.71,,-0.0,5.920000076293945,4.08,7.46,,,,5.77,5.77,5.19,-12.3,-2.56,n/d,n/d,,,,Em Baixa,6.409999847412109,-7.644302383501467,-57.03918584171483,False,False,False,sem sinal (Em Baixa; sem novo topo (-7.6%))
CVCB3,BOVA11,Consumer Cyclical,33.46,12.25,79.44,19.57,9.47,118,Não,2,7,False,False,False,False,False,True,,True,False,802029824.0,-6.85,1.81,0.0,0.0,-26.34,5.79,-7.1,,0.73,1.4,-13.7,1.5399999618530273,,,,,,,,,,,n/d,n/d,,,,Lateral,1.440000057220459,6.944437545758975,-44.80286799609095,False,False,False,sem sinal (Lateral; sem novo topo (+6.9%))
TIMS3,BOVA11,Communication Services,33.42,33.63,7.77,41.5,73.48,119,Não,2,7,False,False,False,False,True,False,,True,False,44835307520.0,3298.46,1.8,7.79,8.95,0.05,0.76,15.78,,0.85,0.66,1319.38,18.770000457763672,11.78,14.65,0.05,1.16,0.07,5.54,1.16,1.04,-94.46,-70.48,n/d,n/d,,,,Em Baixa,22.719999313354492,-17.385558868697093,-33.7910262919235,False,False,False,sem sinal (Em Baixa; sem novo topo (-17.4%))
RAIL3,BOVA11,Industrials,33.31,49.85,25.19,23.34,24.24,120,Não,3,7,False,False,True,True,False,False,,True,False,25942657024.0,25.23,1.89,0.77,1.31,7.49,12.14,7.34,,1.37,2.06,2.38,13.979999542236328,1.28,2.35,7.12,9.6,6.6,5.39,6.6,5.94,-57.52,-61.43,n/d,n/d,,,,Em Alta,14.4399995803833,-3.1855959246140264,-19.324429262921004,False,False,False,sem sinal (Em Alta; sem novo topo (-3.2%))
EQTL3,BOVA11,Utilities,32.55,40.42,19.48,27.0,47.73,121,Não,2,7,False,False,False,True,False,False,,True,False,49293103104.0,31.93,1.92,4.03,3.15,6.02,10.19,2.89,,1.56,2.06,,39.279998779296875,8.69,12.57,12.48,23.8,,14.38,12.52,11.27,-71.3,-63.38,n/d,n/d,,,,Em Baixa,40.33000183105469,-2.6035284009069737,-15.198620384088624,False,False,False,sem sinal (Em Baixa; sem novo topo (-2.6%))
TUPY3,SMALL11,Industrials,32.51,8.96,59.08,51.16,9.47,122,Não,2,7,False,False,False,False,False,False,,True,True,2042244864.0,-2.82,0.9,0.0,3.73,-31.97,2.3,-7.79,,2.24,1.67,,15.579999923706055,4.08,5.9,,,,4.99,4.99,4.49,-71.19,-67.98,n/d,n/d,,,,Em Alta,16.190000534057617,-3.76776152087428,-8.406821198907078,False,False,False,sem sinal (Em Alta; sem novo topo (-3.8%))
KLBN11,BOVA11,Basic Materials,32.06,27.98,15.45,33.61,72.73,123,Rompimento,1,7,False,False,False,False,False,False,,True,False,132528037888.0,40.58,2.4,7.72,7.09,5.92,5.45,2.27,,1.78,2.27,22.54,18.649999618530273,9.29,10.82,3.76,8.96,4.09,7.38,8.96,8.07,-56.74,-60.41,n/d,n/d,,,Rompimento,Em Alta,18.25,2.1917787316727333,-12.235295912798716,False,True,False,"Rompimento (vol x1.3, +2.2% do topo, MM50>MM200)"
PCAR3,BOVA11,Consumer Cyclical,31.44,29.12,64.24,2.77,9.47,124,Rompimento,2,7,False,False,False,True,False,False,,True,False,1423461248.0,-0.64,3.31,0.0,1.58,-5.2,12.94,-11.18,,0.56,12.38,,2.890000104904175,0.32,0.46,,,,0.39,0.39,0.35,-87.8,-86.45,n/d,n/d,,,Rompimento,Em Alta,2.869999885559082,0.6968717819721082,-37.17390946043905,False,True,False,"Rompimento (vol x2.7, +0.7% do topo, MM50>MM200)"
BRAV3,BOVA11,Energy,30.66,28.44,42.74,21.79,23.48,125,Pivô de alta,1,7,False,False,False,False,False,False,,True,False,9049298944.0,37.89,0.77,0.65,1.08,2.04,7.84,1.96,,1.12,1.74,4.16,19.479999542236328,1.47,2.7,6.61,17.11,5.23,6.62,5.23,4.71,-75.83,-66.0,n/d,n/d,,,Pivô de alta,Em Alta,21.0,-7.238097417922251,-12.034354115288403,False,True,False,Pivô de alta
CPLE6,BOVA11,,29.93,45.08,22.49,,9.47,126,Não,1,4,False,False,True,False,,,,,False,,15.67,1.78,0.0,0.0,11.39,8.93,,,,,,,,,,,,,,,,,n/d,n/d,,,,,,,,False,False,False,histórico insuficiente
RAIZ4,BOVA11,Utilities,29.43,14.45,76.51,0.0,9.47,127,Não,2,7,False,False,False,False,False,False,,True,True,2689210112.0,-0.11,-0.33,0.0,3.09,3.1,2.06,-11.98,,0.43,,,0.25999999046325684,0.06,0.08,,,,0.07,0.07,0.06,-76.11,-73.46,n/d,n/d,,,,Em Baixa,0.28999999165534973,-10.344828294942287,-81.69014096331016,False,False,False,sem sinal (Em Baixa; sem novo topo (-10.3%))
DXCO3,SMALL11,Basic Materials,28.77,18.19,34.99,52.42,9.47,128,Não,2,7,False,False,False,False,False,False,,True,True,4639119360.0,544.83,0.68,0.0,3.4,0.12,3.9,0.1,,2.05,1.27,34.48,5.110000133514404,1.22,2.23,0.12,1.26,0.18,1.0,1.22,1.1,-78.51,-80.38,n/d,n/d,,,,Em Alta,5.190000057220459,-1.541424331869834,-17.84565424628487,False,False,False,sem sinal (Em Alta; sem novo topo (-1.5%))
ORVR3,SMALL11,Industrials,28.4,41.92,5.38,53.49,9.47,129,Não,2,7,False,False,False,False,False,True,,True,False,9795328000.0,114.78,6.7,0.0,0.0,5.84,9.56,7.47,,2.27,1.48,3.06,71.33000183105469,,,7.98,12.2,18.64,12.94,12.2,10.98,-84.61,-81.85,n/d,n/d,,,,Em Baixa,75.2699966430664,-5.234482513258698,-15.983509365059156,False,False,False,sem sinal (Em Baixa; sem novo topo (-5.2%))
AURE3,BOVA11,Utilities,28.37,10.46,64.33,19.93,9.47,130,Não,3,7,False,False,False,False,False,True,,True,True,11647680512.0,-9.16,0.99,0.0,7.48,-10.86,2.73,-9.73,,1.11,1.82,-2.23,11.149999618530273,5.85,8.55,,,,7.2,7.2,6.48,-41.85,-35.39,n/d,n/d,,,,Em Baixa,11.989999771118164,-7.005839604862263,-23.942703038304924,False,False,False,sem sinal (Em Baixa; sem novo topo (-7.0%))
AZEV4,SMALL11,Industrials,25.67,3.28,70.49,9.79,9.47,131,Não,2,7,False,False,False,False,False,True,,False,True,278062848.0,-0.5,2.7,0.0,0.0,-5.36,-19.14,-135.4,,0.55,2.16,-0.0,2.5,,,,,,,,,,,n/d,n/d,,,,Lateral,2.7300000190734863,-8.42490906470925,-81.34328305097218,False,False,False,sem sinal (Lateral; sem novo topo (-8.4%))
ENEV3,BOVA11,Utilities,25.17,35.03,12.65,38.48,9.47,132,Não,2,7,False,False,False,False,False,True,,True,False,51823292416.0,40.6,2.58,0.0,0.0,6.36,6.1,6.94,,1.48,1.17,1.13,27.09000015258789,,,8.57,12.56,20.02,13.72,12.56,11.3,-58.29,-49.37,n/d,n/d,,,,Lateral,27.15999984741211,-0.25773083658867657,-3.66287573223838,False,False,False,sem sinal (Lateral; sem novo topo (-0.3%))
ONCO3,SMALL11,Healthcare,21.03,10.62,50.5,3.72,9.47,133,Não,1,7,False,False,False,False,False,False,,True,False,673570944.0,-0.18,1.32,0.0,0.0,-7.2,4.78,-71.05,,0.46,6.18,,0.6000000238418579,,,,,,,,,,,n/d,n/d,,,,Em Baixa,0.8899999856948853,-32.58426590047685,-89.51048870892083,False,False,False,sem sinal (Em Baixa; sem novo topo (-32.6%))
CCRO3,BOVA11,,,,,,,134,Não,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/d,n/d,,,,,,,,False,False,False,histórico insuficiente
ELET3,BOVA11,,,,,,,135,Não,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/d,n/d,,,,,,,,False,False,False,histórico insuficiente
ELET6,BOVA11,,,,,,,136,Não,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/d,n/d,,,,,,,,False,False,False,histórico insuficiente
EMBR3,BOVA11,,,,,,,137,Não,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/d,n/d,,,,,,,,False,False,False,histórico insuficiente
MRFG3,BOVA11,,,,,,,138,Não,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/d,n/d,,,,,,,,False,False,False,histórico insuficiente
ARZZ3,SMALL11,,,,,,,139,Não,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/d,n/d,,,,,,,,False,False,False,histórico insuficiente
GUAR3,SMALL11,,,,,,,140,Não,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/d,n/d,,,,,,,,False,False,False,histórico insuficiente
ODPV3,SMALL11,,,,,,,141,Não,0,0,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,n/d,n/d,,,,,,,,False,False,False,histórico insuficiente
